ManagerName,PrivateFundName,PrivateFundGrossAssetValue,FilingDate
"Adams Street Partners, LLC",ASP PARTNERS US SMB II LP,"2,794,804.00",1/6/2023
"Adams Street Partners, LLC",ASP PARTNERS VENTURE INNOVATION II LP,"12,060,232.00",1/6/2023
"Adams Street Partners, LLC",ASP PARTNERS VENTURE INNOVATION LP,"17,544,496.00",1/6/2023
"Adams Street Partners, LLC",ASP PARTNERS VIF III LEADERS 2020 LP,"5,622,017.00",1/6/2023
"Adams Street Partners, LLC",ASP VENTURE/GROWTH PARTNERS VI LP,"8,604,022.00",1/6/2023
"Aditum BIO Management Company, LLC","ADITUM BIO FUND 1, L.P.","134,778,589.00",3/31/2022
"Aditum BIO Management Company, LLC","ADITUM BIO FUND 2, L.P.","202,979,965.00",3/31/2022
Adjacent Ventures LLC,ADJACENT V1 LP,"41,000,000.00",3/3/2023
Adjacent Ventures LLC,ADJACENT V1.1 UPDATE LP,"18,000,000.00",3/3/2023
Adjacent Ventures LLC,ADJACENT V2 LP,"100,000,000.00",3/3/2023
Adjacent Ventures LLC,ADJACENT X BACKBONE LLC,"18,507,463.00",3/3/2023
Advancit Capital Advisors LLC,"ADVANCIT CAPITAL I, LP","2,093,813.00",3/31/2022
Advancit Capital Advisors LLC,"ADVANCIT CAPITAL II, LP","90,659,766.00",3/31/2022
Advancit Capital Advisors LLC,"ADVANCIT CAPITAL III, LP","88,346,660.00",3/31/2022
"AE Industrial Partners, LP","AE HORIZONX VENTURE FUND I, LP","217,914,615.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS AEROSPACE OPPORTUNITIES, LP","228,977,112.00",12/19/2022
"AE Industrial Partners, LP",AE INDUSTRIAL PARTNERS EXTENDED VALUE FUND LP,"756,432,588.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND I, L.P.","568,685,470.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND I-A, L.P.","31,505,335.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND I-B, L.P.","25,522,555.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND II OUS AIV, LP","105,288,915.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND II US AIV, LP","184,457,991.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND II, LP","1,360,364,821.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND II-A, LP","868,595,904.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND II-B, LP","3,325,919.00",12/19/2022
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND III, LP",,0  2022-12-19
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS FUND III-A, LP",,0  2022-12-19
"AE Industrial Partners, LP","AE INDUSTRIAL PARTNERS STRUCTURED SOLUTIONS I, LP","169,678,273.00",12/19/2022
"AE Industrial Partners, LP","AE-GJC FUNDING, LP","109,437,398.00",12/19/2022
"AE Industrial Partners, LP","BELCAN AE CO-INVESTMENT PARTNERS, LP","39,900.00",12/19/2022
"AE Industrial Partners, LP","DISTRIBUTION AE CO-INVESTMENT PARTNERS, LP","34,063,438.00",12/19/2022
"AE Industrial Partners, LP","ENERCON AE CO-INVESTMENT PARTNERS, LP","38,395,500.00",12/19/2022
"AE Industrial Partners, LP","HW AE CO-INVESTMENT PARTNERS, LP","8,500,000.00",12/19/2022
"AE Industrial Partners, LP","KELLSTROM CO-INVESTMENT PARTNERS, L.P.","51,145,491.00",12/19/2022
"AE Industrial Partners, LP","MOELLER AE CO-INVESTMENT PARTNERS, LP","45,725,664.00",12/19/2022
"AE Industrial Partners, LP","STEPSTONE CH CO-INVESTOR FUND, L.P.","73,415,746.00",12/19/2022
"AE Industrial Partners, LP","SUNRISE AE CO-INVESTMENT PARTNERS, LP","48,868,074.00",12/19/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS CO-INVESTMENT I, L.P.","40,816,901.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS I, L.P.","24,385,994.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS II, L.P.","149,047,649.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS III SURPLUS, L.P.","152,325,594.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS III, L.P.","258,469,161.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS IV, L.P.","358,512,867.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS SEED PARTNERS I, L.P.","80,437,963.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS SONJ FUND, L.P.","170,194,840.00",9/22/2022
"Aether Investment Partners, LLC","AETHER REAL ASSETS V, L.P.","343,118,962.00",9/22/2022
"Afore Capital Management, LLC","AFORE CAPITAL, L.P.","189,273,697.00",5/12/2022
"AH Capital Management, L.L.C.","AH BIO FUND III, L.P.","969,193,298.00",5/6/2022
"AH Capital Management, L.L.C.","AH BIO FUND III-B, L.P.","23,485,559.00",5/6/2022
"AH Capital Management, L.L.C.","AH BIO FUND III-Q, L.P.","96,889,348.00",5/6/2022
"AH Capital Management, L.L.C.","ANDREESSEN HOROWITZ FUND VII, L.P.","2,149,655,581.00",5/6/2022
"AH Capital Management, L.L.C.","ANDREESSEN HOROWITZ FUND VII-B, L.P.","54,591,086.00",5/6/2022
"AH Capital Management, L.L.C.","ANDREESSEN HOROWITZ FUND VII-Q, L.P.","215,316,205.00",5/6/2022
"AH Capital Management, L.L.C.","ANDREESSEN HOROWITZ SEED FUND I, L.P.","403,035,734.00",5/6/2022
"AH Capital Management, L.L.C.","ANDREESSEN HOROWITZ SEED FUND I-B, L.P.","3,786,255.00",5/6/2022
"AH Capital Management, L.L.C.","ANDREESSEN HOROWITZ SEED FUND I-Q, L.P.","23,623,233.00",5/6/2022
"AH Capital Management, L.L.C.","CLF PARTNERS II, LP","43,554,363.00",5/6/2022
"AH Capital Management, L.L.C.","CONSW1, L.P.","18,611,309.00",5/6/2022
AIX Ventures LLC,AIX VENTURES LP,"49,296,538.00",8/29/2022
"AKKR Fund II Management Company, LP","ACCEL-KKR CAPITAL PARTNERS CV III, LP","3,429,320,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR CAPITAL PARTNERS III, LP","5,120,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR CAPITAL PARTNERS IV STRATEGIC FUND, LP","141,270,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR CAPITAL PARTNERS IV, LP","1,275,200,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR CAPITAL PARTNERS VI, LP","3,422,490,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR CREDIT PARTNERS, LP - SERIES 1","530,990,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR GROWTH CAPITAL PARTNERS III, LP","958,220,000.00",2/16/2023
"AKKR Fund II Management Company, LP",ACCEL-KKR GROWTH CAPITAL PARTNERS IV LP,"1,300,470,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR MEMBERS FUND II, LP","6,000,000.00",2/16/2023
"AKKR Fund II Management Company, LP","ACCEL-KKR SCP CALIFORNIA CO-INVEST, LP","300,000.00",2/16/2023
"AKKR Fund II Management Company, LP",AKKR-ENDEAVOR MEMBER HOLDINGS LP,"52,700,000.00",2/16/2023
"AKKR Fund II Management Company, LP","AKKR-MVSC MEMBER, LLC","2,450,000.00",2/16/2023
"AKKR Fund II Management Company, LP","SCIQUEST CO-INVEST, LLC","1,480,000.00",2/16/2023
"Akmazo Capital Management Co., LLC","AKMAZO CAPITAL FUND I, L.P.","132,593,851.00",3/31/2022
"Akmazo Capital Management Co., LLC","AKMAZO CO-INVESTMENT A, LLC","8,000,000.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2018 SPV 1, LLC","20,987,593.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2019 SPV 1, LLC","24,867,113.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2019 SPV 2, LLC","25,225,278.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2021 SPV 1, LLC","7,756,179.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2021 SPV 2, LLC","10,250,000.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2022 SPV 1, LLC","9,785,000.00",3/31/2022
Aldrich Capital Partners LLC,"ACP 2022 SPV 2, LLC","5,225,000.00",3/31/2022
Aldrich Capital Partners LLC,"ALDRICH CAPITAL PARTNERS FUND A, LP","6,522,688.00",3/31/2022
Aldrich Capital Partners LLC,"ALDRICH CAPITAL PARTNERS FUND II CO-INVESTMENT, LP","5,500,000.00",3/31/2022
Aldrich Capital Partners LLC,"ALDRICH CAPITAL PARTNERS FUND II, LP","57,718,188.00",3/31/2022
Aldrich Capital Partners LLC,"ALDRICH CAPITAL PARTNERS FUND II-A, LP","12,897,549.00",3/31/2022
Aldrich Capital Partners LLC,"ALDRICH CAPITAL PARTNERS FUND, LP","372,439,780.00",3/31/2022
Aleph E.S. Management Company LTD.,"ALEPH-BRINGG SPV, L.P.","13,468,730.00",3/7/2022
Alexia Ventures Ltda,"ALEXIA VENTURES 1, L.P.","71,000,000.00",2/13/2023
Alexia Ventures Ltda,ALEXIA VENTURES 1-A L.P.,"3,200,000.00",2/13/2023
"Align Capital Partners, LP","ALIGN CAPITAL PARTNERS FUND I, LP","579,417,703.00",3/30/2022
"Align Capital Partners, LP","ALIGN CAPITAL PARTNERS FUND I-A, LP","47,284,415.00",3/30/2022
"Align Capital Partners, LP","ALIGN CAPITAL PARTNERS FUND II, LP","433,679,570.00",3/30/2022
"Align Capital Partners, LP","ALIGN CAPITAL PARTNERS FUND II-A, LP","34,080,046.00",3/30/2022
Aliya Capital Partners LLC,"ALIYA GROWTH FUND, LLC","83,809,961.00",4/14/2022
Almaz Capital Management LTD.,ALMAZ CAPITAL AFFILIATE II LP,"5,964,000.00",4/1/2022
Almaz Capital Management LTD.,"ALMAZ CAPITAL FUND II, LP","152,000,000.00",4/1/2022
Almaz Capital Management LTD.,"ALMAZ ESP, LP","10,600,000.00",4/1/2022
Almaz Capital Management LTD.,"ALMAZ HV, LP","15,700,000.00",4/1/2022
"Almaz Capital Partners, LTD","ALMAZ CAPITAL RUSSIA FUND I, LP","67,480,000.00",4/1/2022
Altai Ventures Advisors LLC,"ALTAI VENTURES FUND I, LP","16,444,715.00",3/23/2022
Altai Ventures Advisors LLC,"ALTAI VENTURES FUND II, LP","44,700,000.00",3/23/2022
Altai Ventures Advisors LLC,"ALTAI VENTURES NF I, LP","1,100,000.00",3/23/2022
Altai Ventures Advisors LLC,"ALTAI VENTURES SPECIAL OPPORTUNITIES FUND I, LP","5,000,000.00",3/23/2022
"Altera Private Access, LLC",ALTERA ASHLAND STORAGE PA LLC,"3,113,956.00",11/17/2022
"Altera Private Access, LLC",ALTERA ASTRA FUND I LLC,"16,406,147.00",11/17/2022
"Altera Private Access, LLC",ALTERA BATTLE FUND LLC,"10,425,000.00",11/17/2022
"Altera Private Access, LLC","ALTERA BIG BLUE PA 2, LLC","405,916.00",11/17/2022
"Altera Private Access, LLC",ALTERA BLOCKCHAIN FUND LLC,"7,167,656.00",11/17/2022
"Altera Private Access, LLC",ALTERA DIVERSIFIED EQUITY CAV I LLC,"6,259,893.00",11/17/2022
"Altera Private Access, LLC",ALTERA DIVERSIFIED REAL ESTATE CAV I LLC,"4,950,582.00",11/17/2022
"Altera Private Access, LLC",ALTERA EAGLE FUND LLC,"8,800,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA EXTENDED STAY DEVELOPMENT LLC,"4,450,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA GEM I PA LLC,"9,862,176.00",11/17/2022
"Altera Private Access, LLC",ALTERA GOOD GROWTH VENTURE PA LLC,"4,891,145.00",11/17/2022
"Altera Private Access, LLC",ALTERA GROWTH EQUITY 2 LLC,"7,334,189.00",11/17/2022
"Altera Private Access, LLC",ALTERA GROWTH EQUITY I LLC,"7,907,332.00",11/17/2022
"Altera Private Access, LLC",ALTERA HERITAGE PARTNERS PA LLC,"1,994,244.00",11/17/2022
"Altera Private Access, LLC",ALTERA HUNGRY HARVEST PA 2 LLC,"723,083.00",11/17/2022
"Altera Private Access, LLC",ALTERA KENDALL PARTNERS PA LLC,"4,772,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA MIDWEST PARTNERS PA LLC,"4,844,041.00",11/17/2022
"Altera Private Access, LLC",ALTERA PRIVATE CREDIT 2 PA LLC,"9,621,780.00",11/17/2022
"Altera Private Access, LLC",ALTERA SENIOR LIVING 2 LLC,"5,425,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA SILAS GROWTH FUND LLC,"3,125,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA SLT EXTENDED STAY 3 LLC,"4,490,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA SLT EXTENDED STAY LLC,"6,715,774.00",11/17/2022
"Altera Private Access, LLC",ALTERA SLT EXTENDED STAY PA 2 LLC,"6,052,628.00",11/17/2022
"Altera Private Access, LLC",ALTERA SOUTHERN DAIRIES PA LLC,"12,369,365.00",11/17/2022
"Altera Private Access, LLC",ALTERA ST. LOUIS STORAGE PA LLC,"3,585,745.00",11/17/2022
"Altera Private Access, LLC",ALTERA STORAGE DEVELOPMENT 3 LLC,"5,250,000.00",11/17/2022
"Altera Private Access, LLC",ALTERA STORAGE FUND 3 PA GP LLC,"15,219,659.00",11/17/2022
"Altera Private Access, LLC",ALTERA STORAGE YIELD PLUS PA LLC,"7,014,960.00",11/17/2022
"Altera Private Access, LLC",ALTERA VISION PA LLC,"5,125,652.00",11/17/2022
"Altera Private Access, LLC",OPC VENTURE FUND I LP,"26,473,851.00",11/17/2022
Alterna Capital Partners LLC,"ALTERNA/LAVACA CO-INVESTMENT FUND, L.P.","19,738,442.00",3/28/2022
"Alternative Investment Management, LLC","AIM13-CVP PARTNERS SPV I, LLC","4,342,233.00",9/16/2022
"Alternative Investment Management, LLC","AIM13-CVP PARTNERS SPV II, LLC","4,847,334.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 2008, L.P.","23,199,791.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 3, L.P.","70,062,348.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 4, L.P.","85,038,218.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 5, L.P.","59,889,161.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 6, L.P.","42,105,540.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 7, L.P.","32,310,061.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY 8, L.P.","26,743,985.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY A, LLC","49,003,527.00",9/16/2022
"Alternative Investment Management, LLC","THIRTEEN PARTNERS PRIVATE EQUITY, L.P.","8,066,506.00",9/16/2022
"Altos Ventures Management, Inc.","ALTOS KOREA OPPPORTUNITY FUND 4, L.P.","393,155,864.00",10/17/2022
"Amaranthine, LLC","AMARANTHINE FUND I, LP","77,465,713.00",3/4/2022
"American Infrastructure Funds, L.L.C.",AIM BRIDGE LLC,"37,142,825.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AIM CEMETERY INFRASTRUCTURE, LP",,0  2022-03-31
"American Infrastructure Funds, L.L.C.",AIM EDUCATION LP,"22,500,921.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AIM FUEL 2, LP","3,312,495.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AIM FUEL, LLC","3,312,212.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AIM II OFFSHORE, L.P.","22,252,691.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AIM LAND, LP",,0  2022-03-31
"American Infrastructure Funds, L.L.C.",AIM MARINAS LP,,0  2022-03-31
"American Infrastructure Funds, L.L.C.","AMERICAN INFRASTRUCTURE MLP ASSOCIATES FUND, L.P.","16,783,349.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AMERICAN INFRASTRUCTURE MLP FOUNDERS FUND II, L.P.","28,194,181.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AMERICAN INFRASTRUCTURE MLP FUND II, L.P.","166,333,973.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AMERICAN INFRASTRUCTURE MLP FUND, L.P.","19,708,514.00",3/31/2022
"American Infrastructure Funds, L.L.C.","AMERICAN INFRASTRUCTURE MLP PRIVATE EQUITY FUND, L.P.","50,979,304.00",3/31/2022
"American Infrastructure Funds, L.L.C.","NEW AMERICAN BRIDGES FUND, LP","982,058,016.00",3/31/2022
"American Infrastructure Partners, LLC","AMERICAN POSTAL INFRASTRUCTURE PARTNER UP FUND, LP","2,216,193.00",3/31/2022
"American Pacific Group, L.P.","AMERICAN PACIFIC GROUP FUND I, L.P.","500,115,545.00",3/24/2022
"American Pacific Group, L.P.","AMERICAN PACIFIC GROUP FUND I-A, L.P.","126,740,612.00",3/24/2022
"Amfam VC Management, LLC","AMFAM VC FUND IV, LP","35,097,939.00",2/16/2023
"Amino Capital Management Company, LLC","AMINO CAPITAL III 2005, L.P.","1,449,954.00",3/24/2022
"Amino Capital Management Company, LLC","AMINO CAPITAL III, LP","39,461,295.00",3/24/2022
"Amino Capital Management Company, LLC","AMINO CAPITAL SPECIAL OPPORTUNITY FUND, L.P.","1,123,115.00",3/24/2022
"Amino Capital Management Company, LLC","AMINO SPV 1908, L.P.","2,948,707.00",3/24/2022
"Amino Capital Management Company, LLC","AMINO SPV 2107, LLC","670,000.00",3/24/2022
"Amino Capital Management Company, LLC","ZPARK CAPITAL II, LP","246,714,803.00",3/24/2022
"Amino Capital Management Company, LLC","ZPARK VENTURE, L.P.","43,351,087.00",3/24/2022
"Amity Ventures, LLC",AMITY AIV LP,"25,299,016.00",3/6/2023
"Amity Ventures, LLC","AMITY AMX FUND, LP","1,461,478.00",3/6/2023
"Amity Ventures, LLC","AMITY ASG FUND, LP","27,741,865.00",3/6/2023
"Amity Ventures, LLC","AMITY ES FUND, LP","2,832,838.00",3/6/2023
"Amity Ventures, LLC","AMITY LPX FUND I, LP","44,261,924.00",3/6/2023
"Amity Ventures, LLC",AMITY OPPORTUNITY I LP,"189,731,064.00",3/6/2023
"Amity Ventures, LLC",AMITY OPPORTUNITY II LP,"64,253,500.00",3/6/2023
"Amity Ventures, LLC",AMITY RESERVE CREDIT SP,"2,373,385.00",3/6/2023
"Amity Ventures, LLC",AMITY RESERVE LONG SP,"5,550,306.00",3/6/2023
"Amity Ventures, LLC",AMITY RESERVE SPC,,0  2023-03-06
"Amity Ventures, LLC",AMITY VENTURE PARTNERS II LP,"74,205,569.00",3/6/2023
"Amity Ventures, LLC","AMITY XT FUND, LP","41,612,805.00",3/6/2023
"Amity Ventures, LLC","FCCR FUND, LP","24,112,842.00",3/6/2023
"Amity Ventures, LLC",NEWFLOW AMITY FUND I LP,"76,890,319.00",3/6/2023
Ampersand Management LLC,AMPERSAND 2001 COMPANION FUND LIMITED PARTNERSHIP,"39,284.00",3/31/2022
Ampersand Management LLC,AMPERSAND 2001 LIMITED PARTNERSHIP,"510,897.00",3/31/2022
Ampersand Management LLC,AMPERSAND 2006 LIMITED PARTNERSHIP,"6,994,654.00",3/31/2022
Ampersand Management LLC,AMPERSAND 2011 LIMITED PARTNERSHIP,"6,868,114.00",3/31/2022
Ampersand Management LLC,AMPERSAND 2014 LIMITED PARTNERSHIP,"69,586,779.00",3/31/2022
Ampersand Management LLC,AMPERSAND 2018 LIMITED PARTNERSHIP,"911,707,583.00",3/31/2022
Ampersand Management LLC,AMPERSAND 2020 LIMITED PARTNERSHIP,"752,387,311.00",3/31/2022
Ampersand Management LLC,AMPERSAND CF LIMITED PARTNERSHIP,"956,797,374.00",3/31/2022
Amplify Management LLC,"AMPLIFY EXPLORER FUND, LLC - SERIES I (LL)","586,894.00",3/31/2022
Amplify Management LLC,"AMPLIFY EXPLORER FUND, LLC - SERIES II (RW)","118,376.00",3/31/2022
Amplify Management LLC,"AMPLIFY PARTNERS III, LP","1,024,180,943.00",3/31/2022
Amplify Management LLC,"AMPLIFY PARTNERS IV, LP","324,127,567.00",3/31/2022
Amplify Management LLC,"AMPLIFY PARTNERS OPPORTUNITY FUND III, LP","52,236,266.00",3/31/2022
Amplify Management LLC,"AMPLIFY PARTNERS SELECT FUND IV, LP","225,623,232.00",3/31/2022
Amplify Management LLC,"AMPLIFY PARTNERS, L.P.","39,659,314.00",3/31/2022
Amplify Management LLC,"AP EXPLORER FUND, LLC - SERIES I (LL)","502,724.00",3/31/2022
Amplify Management LLC,"AP EXPLORER FUND, LLC - SERIES II (RW)","62,500.00",3/31/2022
Amplify Management LLC,"AP EXPLORER FUND, LLC - SERIES III (AJ)","75,000.00",3/31/2022
Amplify Management LLC,"AP OPPORTUNITY FUND II, LLC - SERIES I","9,552,479.00",3/31/2022
Amplify Management LLC,"AP OPPORTUNITY FUND II, LLC - SERIES II","5,643,626.00",3/31/2022
Amplify Management LLC,"AP OPPORTUNITY FUND II, LLC - SERIES III","1,878,147.00",3/31/2022
"Amplo Management, L.L.C.","AMPLO OPPORTUNITIES I, LP","114,872,529.00",3/8/2023
"Amplo Management, L.L.C.",AMPLO OPPORTUNITIES II LP,"100,000,000.00",3/8/2023
"AMV Management, INC","AMV PARTNERS I, LP","3,426,758.00",3/31/2022
"AMV Management, INC","AMV PARTNERS II, LP","25,970,037.00",3/31/2022
Anacapa Capital Management LLC,ANACAPA PARTNERS II (CAYMAN) LP,"3,786,765.00",3/24/2022
Anacapa Capital Management LLC,ANACAPA PARTNERS II LP,"12,406,383.00",3/24/2022
Anacapa Capital Management LLC,ANACAPA PARTNERS III (CAYMAN) LP,"18,479,904.00",3/24/2022
Anacapa Capital Management LLC,ANACAPA PARTNERS III LP,"48,145,764.00",3/24/2022
Anacapa Capital Management LLC,ANACAPA PARTNERS LP,"3,488,327.00",3/24/2022
"Angeleno Group, LLC","ANGELENO GROUP INVESTORS II, LLC","12,596.00",3/30/2022
"Angeleno Group, LLC","ANGELENO GROUP INVESTORS IV, LLC","33,100,000.00",3/30/2022
"Angeleno Group, LLC","ANGELENO GROUP INVESTORS, LLC","2,321,363.00",3/30/2022
"Angeleno Group, LLC","ANGELENO INVESTORS III, LP","296,883,672.00",3/30/2022
"Angeleno Group, LLC",ANGELENO INVESTORS NEW FORESTS CO-INVEST LP,"34,805,526.00",3/30/2022
"Angeles Investment Advisors, LLC.",ANGELES PRIVATE CREDIT FUND 2 LP,"38,949,057.00",12/15/2022
"Angeles Investment Advisors, LLC.",ANGELES PRIVATE CREDIT FUND LP,"68,189,195.00",12/15/2022
"Angeles Investment Advisors, LLC.",ANGELES PRIVATE MARKETS FUND 3 LP,"94,882,958.00",12/15/2022
"Angeles Investment Advisors, LLC.",ANGELES PRIVATE MARKETS FUND 4 LP,"52,971,333.00",12/15/2022
"Angeles Investment Advisors, LLC.",ANGELES PRIVATE MARKETS FUND LP,"120,678,089.00",12/15/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I SPV-AQU, L.P.","3,429,524.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I SPV-AQU-2, L.P.","3,037,060.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I SPV-DST-1, L.P.","1,370,705.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I SPV-PBD-1, L.P.","11,862,467.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I SPV-PBD-2, L.P.","7,583,454.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I SPV-PBD-3, L.P.","16,190,000.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES I, L.P.","114,944,110.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES II, L.P.","78,831,658.00",3/24/2022
"Angular Management Company, L.P.","ANGULAR VENTURES OPPORTUNITY FUND I, L.P.","4,500,000.00",3/24/2022
"Anthem Venture Management, LLC","ANTHEM FINTECH PARTNERS, LP","25,018,435.00",2/28/2023
"Anthos Management, L.P.","ACD HOLDINGS, L.P.","56,798,116.00",8/1/2022
"Anthos Management, L.P.","ACD INVESTORS, L.P.","39,168,166.00",8/1/2022
